Subject,Predicate,Object
Porifera,comment,海绵是一类原始的水生无脊椎动物，在生物分类学上构成名为多孔动物门的分类单元。因外形像植物，而且着生于海洋或湖泊底部，所以海绵千百年来都被认为是植物，但后来发现牠们几乎具备所有最基本的动物特征，于是在19世纪中期被归入动物界。海绵缺乏神经系统、消化系统和循环系统，身上布满了通水的小孔和沟道，多数种类依靠维持恒定的海水流过其身体来获取食物和氧气，并清除体内的废弃物。典型的海绵由两层联系松散的细胞构成体壁，围绕着中央体腔构成管状身体，体壁有众多的小孔和沟道。此外，也有缺乏中央腔而身体有众多小孔和沟道的类型。海绵是从所有动物的最近共同祖先中最先分化的一支，在整个动物界的演化树上位于最基部，和其他所有动物（即真后生动物）形成姐妹群关系。动物学中专门研究海绵的分支学科被称作海绵学（spongiology）。
AtmosphericConvergence,subClassOf,AtmosphericConvectionPerformance
LakeBasinType,hasChineseName,湖泊流域类型
CloudRadiation,hasChineseName,云辐射
AdvectionFog,hasChineseName,平流雾
EnvironmentalDegradation,hasChineseName,环境退化
IslandArc,hasChineseName,岛弧
PrismaticStructure,type,Class
RhizomeAfforestation,subClassOf,TilleringAfforestation
SeafloorExpansion,comment,海底扩张是指在洋底的中脊地区，新的海洋地壳从地下岩浆喷发中形成，推动已存在的海底地壳向两侧移动的过程。这一过程是板块运动的一部分。
AtmosphericTurbulence,subClassOf,WindMotion
SurfaceAlbedo,source,《地球系统科学数据资源体系研究》
VolcanoType,subClassOf,Volcano
NeapTide,type,Class
WaterQualityProtectionZone,source,维基百科
OxidizedSoil,subClassOf,Paleosol
PaleovegetationTypes,source,《地球系统科学数据资源体系研究》
SubtropicalLow,subClassOf,SubtropicalCycloneIntensityClassification
SubtropicalCyclone,hasChineseName,亚热带气旋
SecondaryWall,subClassOf,PlantCellWall
Nddd53da9e67b4709895e79db394a2955,onProperty,measures
SoilAndWaterConservationProtectionForest,hasChineseName,水土保持防护林
LandscapeProtection,hasChineseName,景观保护
TemperateForestZoneFauna,subClassOf,AnimalEcologicalGeographicalGroup
SeaPotentialTemperature,comment,海水潜在温度是一种用于描述海水温度的物理量，它是指当海水在某一深度上升到海平面时，其温度会发生的变化，而不受压力变化的影响。潜在温度是一种无绝对温度，通常以度 Celsius（°C）为单位表示。
N1eefb1f8345448179eee282342e13bbd,onProperty,influencedBy
CarboniferousStrata,type,Class
NormalizedVegetationIndex,type,Class
SolidWaste,source,《地球系统科学数据资源体系研究》
PerCapitaWaterResources,source,《地理辞典》
EarthquakeCentre,type,Class
Radiocarbon,hasChineseName,放射性碳
VelocityProfile,source,GCMDsciencekeywords_v16.0
Hill,subClassOf,LandTerrainType
Heatwave,comment,热浪是指天气在某一段时间内持续地保持异常高的气温（相对于该地区多年平均气温而言），也有可能伴随有很高的空气湿度。这个术语通常与地区相联系，所以一个处于相对较热气候的地区来说是正常的温度，比如赤道因为本来就很炎热，就没有热浪，对另一个通常处于较冷气候的地区来说可能是热浪。一些地区比较容易受到热浪的袭击，例如欧洲的地中海气候区，澳大利亚的西南和东南沿海地带。除了索马利亚，因索马利亚有少雨且多日照的赤道沙漠气候（南美西岸属多云雾的赤道沙漠气候）；属于温带沙漠气候的哈萨克是纬度最高的热浪区。根据世界气象组织（WMO）定义，35℃及以上的温度为高温，而热浪则是连续5天的最高气温，皆超过该地区平均最高气温5°C以上。热浪引起的高温天气可以导致人死亡，尤其是老年人。
PrimaryWall,comment,初生壁是细胞分裂后最先形成的细胞壁层，它相对较薄，由纤维素、半纤维素和果胶等组成。初生壁使细胞保持形状，同时也允许细胞进行伸展和生长。
Bivalvia,altLabel,瓣鳃纲
Nbe55aa25793741ccbf9c0ccea69c18d5,onProperty,measures
MarinePlatform,subClassOf,MarineErosionLandformType
ArtificialRainfall,hasChineseName,人工降雨
PhosphoceriumLanthanideOre,source,《地理辞典》
Serpentinite,subClassOf,TypicalMetamorphicRock
SubmarineSuspendedParticleFlux,subClassOf,SubmarineSuspendedParticles
SoilRedox,subClassOf,SoilChemicalReaction
PlantLeafProperties,comment,植物叶片性质包括叶片的光学、生理和化学性质，如叶片的反射率、吸收光谱、叶绿素含量等。这些性质对于植被监测和模拟生态系统过程非常重要。
LoessAction,subClassOf,LoessLandform
ArtificialEarthquake,comment,人工地震是指由人为活动引起的地震。以人为采用强力炸药直接破坏地壳，借以测得相关研究数据，或进行矿藏开采，武器测试等活动。
Hydroenergy,type,Class
SeaState,source,GCMDsciencekeywords_v16.0
SoilFertility,type,Class
ContinentalClimate,subClassOf,CoburnClimateClassificationMethod
GravityGeomorphology,hasChineseName,重力地貌
Biocatalyst,subClassOf,SoilEnzyme
Storm,subClassOf,BeaufortScale
MentalAndMentalHealth,subClassOf,HealthProblem
SeaSurfaceSalinity,hasChineseName,海面盐度
SunshinePercentage,subClassOf,SunlightObservation
ContactMetamorphism,type,Class
CultivatedLand,subClassOf,LandUseType
N85afb36247784812b9b1c9ed72d156bd,type,Restriction
WaterMold,source,维基百科
Smoke,hasChineseName,烟雾
BodyWaveMagnitude,comment,体波震级是一种测量地震震级的方式。
CyclonicRain,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
Marine/LakeSediment,type,Class
Sedimentarytuff,source,《地球系统科学数据资源体系研究》
DynamicMetamorphism,source,维基百科
FreshwaterBiofossil,source,《地球系统科学数据资源体系研究》
ThermalMetamorphism,type,Class
MaximumSurfaceWind,type,Class
WindDrivenCirculation,subClassOf,N4119a205b8b747a3afca187508f485a0
OceanOpticalDepth,comment,海洋光学深度是指光线在海水中衰减到原始强度的1%处的深度。它用于描述光线在水中传播和衰减的特性，也常用于评估水体的透明度。
CaveAccumulatedTraceElement,type,Class
SoilMoistureContent,subClassOf,SoilWater
GlacialMovement,type,Class
PrecipitationObservation,hasChineseName,降水观测
RockAppearanceCharacteristics,comment,指岩石的外部外貌，包括颜色、纹理、结构、光泽等，用于描述岩石的外部特征。
SoilHydrolysis,hasChineseName,土壤水解
TouristResources,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据资源体系研究》、《地球系统研究与科学数据》、《地球系统科学数据集成共享研究：标准视角》、SWEET、维基百科
RichIcePermafrost,comment,富冰冻土含有大量冰，通常超过50%的体积是冰。富冰冻土在很冷的气候条件下形成，冰的含量很高，因此非常坚硬和稳定。
MeteoriteMagnetism,hasChineseName,陨石磁性
Mitochondria,subClassOf,FungalOrganelle
N3d78ed829b3846eabf42b31ccd7e50a2,onProperty,influencedBy
GroundwaterDischargeRate,comment,地下水放电率是指一定时间内地下水从地下岩石或土壤中向地表或水体排放的速率，通常以体积单位和时间单位来表示。
PondEcosystem,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、《地球系统科学数据集成共享研究：标准视角》、维基百科
SolutionalCave,altLabel,钟乳洞
MagmaticComposition,comment,岩浆成分是指火山岩浆中各种化学元素和化合物的组成，包括硅、氧化物、铝、钙等。
LandProductivity,source,GCMDsciencekeywords_v16.0
ProtectionForestResources,type,Class
SurfaceDryingIndex,hasChineseName,地表干燥指数
TopographicalCloud,type,Class
RiverWaterTemperature,hasChineseName,河水温度
Turquoise,hasChineseName,绿松石
SoilStructure,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统研究与科学数据》、《地球系统科学数据集成共享研究：标准视角》、SWEET
TidalPhenomenon,hasChineseName,潮汐现象
SeawaterMainElement,comment,海水中的主要元素包括氧气（O）、氢气（H）、氯（Cl）、钠（Na）、镁（Mg）、硫（S）、钙（Ca）、钾（K）和碳（C）。其中，氧、氢、氯和钠的浓度在海水中相对较高。
SubseaGeotechnicalEngineeringCharacteristics,type,Class
IceCrystalProperties,hasChineseName,冰晶性质
RockCrystalStructure,type,Class
AerosolOpticalDepth,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、SWEET、维基百科
LivingMarineResources,source,《地球系统科学数据资源体系研究》
LiquidPrecipitation,source,GCMDsciencekeywords_v16.0
LandSubsidenceSettlement,type,Class
CultivatedLand,comment,耕地是用于农业种植作物或养殖家畜的土地。它包括了农田、田地和农场，是粮食、蔬菜、水果和家畜等农产品的主要生产区域。
ColonizationAfforestation,type,Class
RainfallLevel,hasChineseName,雨量等级
VolcanicCrater,hasChineseName,火山口
SpecialEconomicForest,comment,特种经济林指栽种用于特殊经济目的的树木，如药材、香料、橡胶树等。
PolarEasterlyZone,subClassOf,WindBand
IronOxide,type,Class
SunshinePercentage,source,《地球系统科学数据资源体系研究》
AshComposition,subClassOf,VolcanicGasObservation
EstuarineSandMouth,hasChineseName,河口砂嘴
AtmosphericElectricityMeasurement,subClassOf,AtmosphericElectricity
RisingTide,type,Class
SoundVelocity,hasChineseName,声速
HalideMineral,source,《地球系统科学数据资源体系研究》
BergerangProcess,subClassOf,N1f0acc3662524bac8d02e65a85af9db6
GlacierAltitude,hasChineseName,冰川海拔高度
Sulfateion,comment,硫酸根离子是硫酸分子失去两个氧气原子上的氧原子而形成的离子，带有负二价电荷。它是硫酸盐的一个组成部分，常见于许多化合物中。
Insecticide,comment,杀虫剂是一种施用对象为昆虫的农药，经常用于农业、医药、工业及居家环境。杀虫剂可针对处于所有发展阶段的昆虫，包括杀卵剂和杀幼虫剂。
AfricanPlate,comment,非洲板块是一个较大的板块，几乎包含整个非洲大陆，向西一至延伸到中大西洋海岭。它是1968年勒皮雄提出的六大板块之一，范围基本没有变动。非洲板块的西界是一个离散边界，形成中大西洋海岭的中段和南段，非洲板块隔此边界在北部与北美洲板块相接，在南部与南美洲板块相接。非洲板块的东北界与阿拉伯板块相接，东南界与印度-澳大利亚板块相接，在北部和南部与之相邻的则分别是欧亚板块和南极洲板块。除了与欧亚板块之间的北界外，其余边界均是离散边界。非洲板块由几个克拉通（即古陆的稳定陆核）组成，它们在大约5.5亿年前冈瓦纳超大陆形成的过程中会聚在一起，形成现代非洲大陆的前身。这些克拉通自南向北依次是卡拉哈里克拉通、刚果克拉通、坦尚尼亚克拉通和西非克拉通。每一个克拉通都可以进一步分成几个更小的地块或叫地体，它们沿着前冈瓦纳造山带拼合在一起。非洲板块在其内部的东部沿着构造和火山活动区阿法尔三角和东非大裂谷发生裂谷作用。这个裂谷区将非洲板块几乎分成了大小明显不等的两部分。据推测，在阿法尔地区之下存在一个地幔热柱。由于这个裂谷区的存在，有人将非洲板块又细分为西部较大的努比亚板块和东部较小的索马里板块非洲板块的运动速度，据估计大约是每年2.15厘米。按这个速度运动下去，非洲大陆将在大约65万年之后撞上西班牙的南角，而使地中海被封闭而来。大西洋中的新英格兰热点的活动很可能是非洲板块上一短列中到晚第三纪海山的成因，但是这个热点现在正处于不活动状态。
Xylem,comment,木质部是维管植物的运输组织，负责将根吸收的水分及溶解于水里面的离子往上运输，以供其他器官组织使用，另外还具有支撑植物体的作用。草本植物的木质部不发达，所以较柔软且支持力弱。
Gully,hasChineseName,沟谷
Iron,hasChineseName,铁
DryGrassland,type,Class
UndergroundKarstLandform,type,Class
PaleoclimateReconstruction,hasChineseName,古气候重构
Climate,hasChineseName,气候
PlanumAustrale,source,《地理辞典》
Rhodophyta,source,GCMDsciencekeywords_v16.0
FloatingIcePack,subClassOf,SeaIceClassification
WaterVisibility,type,Class
HumidityIndex,type,Class
ContinentalIce,subClassOf,AntarcticLandform
Mora,subClassOf,GlacialDepositType
Sealevel,comment,海平面是地球单一或多个海洋表面的平均水平，由此可以测量诸如海拔等高度。平均海平面（MSL）是一种垂直基准，一个标准化的大地测量参考点。例如制图和航海中的海图基准面，或是航空中测量标准海平面的大气压力，以便校准飞机的飞行高度。一个常见且简单的意思，海平面标准是特定位置的平均低潮和平均高潮之间的中点。由于牵涉到一些复杂且困难的测量，使得精确确定海平面成为一个困难的工作。测量海平面的仪器叫做验潮仪，一般微风所导致的海面的波浪可以通过平均的方法消除掉，潮汐所导致的海平面的升高和跌落也可以通过长时间的观测后取平均值的方法消除掉。海平面的测量总是相对于陆地的测量，因此海平面的变化可以是真正地由于海面的变化导致的，也可以是由于陆地的变化导致的。海平面在地质年代上已经有很大的变化。仔细测量平均海平面的变化可以深入了解持续的气候变化，海平面上升广泛被引用为全球变暖的证据。通常所谓的海拔就是指平均海拔（Abovemeansealevel，AMSL）。
